1 15 15  597386942813 252917418
156 62 63  184984992246 999437828
157 31 23  49248165514 1338257748
158 12 11  17191792980 172389737
159 43 7  557818953603 150094529
160 6 3  479416705339 25416442
161 12 3  231030123388 39188199
162 68 47  281190891463 226485809
163 6 4  311959246413 56376825
164 12 4  184593593274 113663037
165 68 47  421336179307 197893481
166 68 47  20534986404 593093053
167 13 31  541889214706 1488390523
168 31 11  286719118470 34880867
169 49 6  238472592140 232888693
170 19 15  24102080998 437821055
171 31 15  16295958617 18869108
172 62 6  445886315338 127535483
173 31 7  537830442955 4685583349
174 9 12  344881361484 349641850
175 24 25  603644023781 6512411788
176 62 12  98538196708 128713374
177 6 2  555296228234 310816766
178 6 1  216558496247 20373248
179 6 3  354800807314 4824201869
180 22 4  508388146108 667125775
181 6 3  150500851303 416017821
182 31 11  365117543288 85115978
183 31 4  267803697191 2825287018
184 62 15  134056854523 101730294
185 9 15  537310631463 151908042
186 68 47  439060195442 282252454
187 6 1  414371371297 16492872
188 9 15  595490091446 66593056
189 31 18  288624971162 341553867
190 6 2  469049059345 2287570499
191 62 4  576002098251 42592629
192 68 47  266308151604 263921411
193 56 47  453825411249 318151665
194 62 12  131884972505 249549073
195 31 11  127594799909 84522669
196 31 7  534287227574 2457393240
197 9 15  553299336196 908551675
198 31 15  8158682519 34745186
199 6 1  274115545549 302551142
200 31 31  100226369191 12351431069
201 31 15  50111688822 27806240
202 6 2  185396265234 314520340
203 68 47  181171335949 721150426
204 43 7  15412871981 162270365
205 68 47  458136061260 67117000
206 12 3  491269866705 314745389
207 6 1  93053195729 46778628
208 56 39  521837748092 395063737
209 7 4  527265345321 295580161
210 31 11  315496009567 36896633
211 31 7  22500261748 149336615
212 43 7  366553203737 583371954
213 56 47  511427397463 201072804
214 9 12  248862045474 199705153
215 12 4  281315235268 207995641
216 31 4  344360794047 602784631
217 12 15  349810727957 322292349
218 68 47  228969336234 372981522
219 68 47  230652710437 124424994
220 31 15  33940260189 25754095
221 3 0  483734591635 14366944
222 12 3  231916489277 36152307
223 6 31  372552974599 22810236
224 6 31  396850168733 41253136
225 62 31  56492668858 831539845
226 56 47  324283649169 255103323
227 6 2  23124900064 135747157
228 6 1  340847612241 181063083
229 62 12  484682130267 143494038
230 31 11  150932956754 75498410
231 12 3  152875205915 606181114
232 12 4  192438713727 254767917
233 8 46  210255329948 3908415077
234 12 15  426144818636 210779225
235 62 31  191325490113 159096234
236 12 11  225123900459 119149382
237 62 4  332402035611 48232973
238 62 12  339721187731 161667995
239 12 4  121100291572 236610102
240 6 1  409943252501 111042641
241 62 4  334202265694 56312895
242 31 15  10816977826 25795954
243 31 7  93768907202 954052122
244 12 4  300188976879 318152408
245 62 31  490210172434 227299181
246 68 95  44451022930 298079303
247 12 15  249325623427 50187387
248 15 15  164866951225 254960456
249 18 7  294369479424 373730927
250 62 31  366601315215 217331127
251 31 31  57045003880 5235656519
252 62 31  315302239002 251535400
253 12 3  174986819200 68056537
254 31 15  137137890824 322482448
255 12 15  151740264071 127535675
256 31 23  250845023202 3014495858
257 43 15  554341707606 441593443
258 6 3  355212833114 28516154
259 13 4  353344355095 72411407
260 12 11  8535536840 694915852
261 12 4  361796459165 134140321
262 15 15  340661657627 187152355
263 62 4  516002231024 44604524
264 6 2  122608063044 96443697
265 68 47  327801205453 272554485
266 12 2  338235617587 220513883
267 19 15  70750778927 371309429
268 12 0  365700537779 15319884
269 31 12  259642098049 44935972
270 9 6  426833014724 127610668
271 62 9  74223123661 1438298605
272 32 15  161181406101 578889913
273 31 4  356537341073 30893662
274 62 31  465003788864 211608171
275 62 31  167029242022 345869385
276 62 47  517325979986 965413401
277 16 46  149459545033 77529215
278 62 9  401131398897 1625731135
279 62 7  577398484909 290617961
280 62 9  339369006163 2243262804
281 46 63  124092898233 605816628
282 62 15  591016771074 790141452
283 38 4  272463543384 10304124801
284 6 1  466815328732 59999818
285 12 4  102138032749 2538503197
286 12 0  507300804574 25913442
287 12 7  597078351817 361909910
288 12 4  122839018589 257365732
289 38 4  285507239913 3322802824
290 6 2  582662905168 138984634
291 12 11  222592723226 911951530
292 6 3  153664305777 43052414
293 13 11  16467261251 487411835
294 31 11  88247002567 73480383
295 62 12  243963686767 131480078
296 31 12  16642853394 64685552
297 31 3  569990190802 4346920738
298 62 4  56432760368 40767112
299 6 3  483620084759 23494640
300 12 4  401431534479 262216141
301 12 3  202101097582 94319409
302 31 15  257664923771 42658727
303 62 12  233643065535 136720984
304 15 15  77653206529 254866777
305 43 7  275269046578 869559085
306 6 2  37188816994 346100816
307 68 47  320983682913 197027703
308 62 4  475202472078 47253273
309 62 15  283157946609 127663773
310 31 7  164619691432 68099280
311 46 63  499565750281 505681590
312 40 15  339855505050 5203899877
313 62 31  469753864900 47514178636
314 31 7  306083720666 34926266
315 31 4  423741845594 46031868
316 15 15  42597623259 132371615
317 62 12  506764539397 184466243
318 6 2  413656631370 168012064
319 6 0  81036730524 79249072
320 62 6  75534378913 149327443
321 6 3  381616918261 20749650
322 12 4  166315307905 118701921
323 0 3  456617154487 19305514
324 12 3  282462097261 284881386
325 68 47  440510353706 466768758
326 62 4  526802079891 47768413
327 12 4  16616463027 171552309
328 56 15  137769117809 1514389532
329 68 47  413929875286 353688155
330 31 4  400513826785 343454071
331 12 11  263814799772 77533899
332 31 6  189482162478 201030553
333 31 11  41645671403 67990895
334 6 1  413483460601 16728609
335 62 93  106629595948 1494523086
336 9 15  430909833407 1276545820
337 62 12  35651711818 51192958
338 12 4  297700358622 263320401
339 18 7  70265371341 235827461
340 31 11  595521728980 57000778
341 68 47  435498648987 80687812
342 68 47  71752883477 420478394
343 6 1  545390960317 171199454
344 62 12  69249814133 63963968
345 9 4  403350401480 62698006
346 68 47  419879497593 442557470
347 68 47  228487928809 309503045
348 12 15  68395806145 246886436
349 31 7  185350856937 213723506
350 31 15  24079642144 31612328
351 6 1  458354803431 893502367
352 6 2  170650873566 149980850
353 62 31  74103570077 512668635
354 62 12  253322841370 268602485
355 24 25  265640032345 957893454
356 12 0  177301496419 37744292
357 9 15  531716094317 1258448039
358 31 11  279061447985 39675492
359 31 11  250696954801 103383426
360 62 12  230043943089 91855896
361 6 1  48611305504 41939563
362 31 15  100009778216 46935402
363 15 15  335998470241 141013841
364 12 4  382173924422 209576441
365 68 47  435573990059 76391902
366 12 3  544080627967 76460870
367 31 15  78976025325 44940834
368 46 63  323164354172 611933279
369 62 12  28933579604 104953178
370 13 11  480145010044 526189602
371 25 6  61326165948 88309015
372 12 4  209459788167 407695000
373 31 15  95409659564 68104110
374 31 4  26733135275 60656911
375 68 47  453217119929 81254177
376 68 47  247424912335 460380536
377 9 7  325164206554 482895093
378 10 7  412511084982 283511988
379 9 12  512355253768 71149649
380 84 17  551272782757 87508367
381 31 3  413341747983 376397969
382 6 3  227430990871 288668755
383 62 79  123629437016 518409804
384 11 4  143355847414 462820764
385 0 3  183782874393 27731036
386 31 3  359341369589 292357513
387 68 47  280442659909 103883265
388 6 2  516422206980 406773590
389 6 1  349990981554 91197655
390 6 23  286984637914 39716464
391 12 3  330257479404 85943399
392 12 15  571520954302 373377945
393 62 31  287224078735 213874202
394 62 12  140526650105 76354623
395 62 7  514864718686 184440122
396 31 23  50126588155 659123292
397 56 47  439429821786 205211668
398 31 3  142178096986 10157917704
399 62 47  171849852921 972025054
400 7 4  178180497898 474421502
401 62 12  147246370450 117394644
402 62 12  568442299522 152452409
403 62 15  125304919906 192589329
404 68 47  327402120674 168961526
405 12 15  416643418371 214710589
406 9 15  546114331650 956440710
407 9 12  123058713277 231871909
408 12 1  246306328887 193914031
409 6 1  185077380979 21713091
410 6 1  16267451131 240526280
411 62 31  102901261788 344670783
412 31 3  476426613881 70083709
413 31 7  160539417091 358407821
414 31 7  367670546963 6445584281
415 31 4  132627542926 36840212
416 9 12  498420739889 266067365
417 62 7  570214227606 283516867
418 7 4  59349518136 272365427
419 68 47  228750785403 266861943
420 31 4  504796408307 128064879
421 62 6  206578968569 110665549
422 6 1  87706873509 346801255
423 62 63  271445196987 2333043614
424 62 31  494706404174 246198866
425 49 6  87275701823 274926487
426 62 7  534932737152 106718124
427 68 47  169513092205 548302672
428 12 3  486623030134 37918064
429 62 79  293248352127 1582292299
430 31 15  120348322064 113360172
431 12 4  91674415404 250205285
432 18 7  81802565516 474620795
433 6 1  301688640756 137173614
434 6 1  249640462768 43207324
435 6 2  445010425705 332431527
436 12 4  390763679656 185104981
437 9 15  61430253123 203640428
438 68 47  463641421191 70263174
439 43 7  19645628674 376335315
440 20 15  22314093240 222287691
441 6 1  96669549602 152390069
442 6 31  112562693050 119316094
443 62 79  427536256154 228089369
444 68 47  355035029621 188614041
445 31 11  198659167154 33164920
446 6 3  136416198162 118187254
447 24 25  521281756366 621021471
448 62 12  43872368973 127886268
449 12 4  487190411340 618598469
450 31 7  322501213860 11300137177
451 31 15  29712804739 30805831
452 12 15  163007377073 57964109
453 62 2  137003022789 132045643
454 62 12  196683630730 101364196
455 9 4  555760037977 200192836
456 62 47  88595949234 2277882736
457 68 47  539226472621 524929371
458 43 7  284146478537 153042919
459 31 23  308431551812 2333053814
460 6 1  101334856971 65697646
461 9 12  160003715116 265774728
462 6 1  562767676500 775697246
463 6 3  32429785113 50719881
464 93 7  73813275008 31425151258
465 6 3  236414236596 42118870
466 6 1  522623120229 32804882
467 62 63  262122831591 1666728691
468 31 31  406070386994 167303464
469 6 31  134103178176 35692190
470 62 31  71583909319 152843157
471 9 15  272538213573 1836512991
472 62 63  408183146195 1257054966
473 31 4  366909631484 27827586
474 3 0  15732890957 21040198
475 31 15  66136998601 40172516
476 6 2  375435585127 2146655303
477 31 15  158139786256 43455409
478 31 15  159948016092 29904062
479 62 4  350401538952 46775218
480 31 3  113641231342 335713429
481 62 2  421518276816 115648936
482 31 3  560941985311 337956679
483 31 4  240146722664 39925160
484 6 1  54427994974 82157655
485 12 4  362057486874 81912180
486 68 47  462072417499 422138474
487 68 47  404020269701 267949726
488 6 3  486623026020 34249742
489 62 63  470671011374 327496033
490 6 2  37352751704 144372146
491 12 1  161255032328 79855419
492 31 12  477436870481 46646566
493 62 12  70702232944 349891958
494 6 31  160022931509 34368962
495 24 25  208848282573 1782621024
496 68 47  439109446409 314980748
497 31 4  213929407386 52632264
498 12 9  134534294080 499228707
499 6 1  26978866428 23116986
500 68 47  467085311548 70651765
501 9 15  402254293397 70431215
502 0 3  151383638157 21143667
503 6 15  195329997409 1681013005
504 31 15  217399787534 522513664
505 6 1  26424912756 40057093
506 6 1  22437118419 30891161
507 46 63  433808582732 540200313
508 62 4  393002771655 49155484
509 19 21  360134119760 304618595
510 18 7  51098097581 6139625350
511 31 15  23712896072 16042640
512 31 7  548960900616 62334746
513 31 3  293641236999 280994417
514 12 4  349704977765 362817125
515 62 12  34219167333 60481125
516 68 47  106946748687 349483942
517 6 2  138387306373 69372739
518 31 4  318170054501 37438448
519 9 10  307796247360 60556416
520 6 2  588747071018 464467083
521 6 1  428056826057 163409151
522 62 63  112994748029 1322137195
523 62 12  324673713260 127782695
524 15 15  77460662033 329741724
525 6 1  27666711785 30782336
526 46 63  231842151507 594919436
527 31 11  271515276148 62212478
528 24 31  157474769577 1530799445
529 62 7  223543650727 513601439
530 62 6  302414411204 129324111
531 0 3  539949215974 576717186
532 31 23  164465225580 1663362922
533 6 2  360777789465 137600981
534 12 15  384601641826 318744493
535 68 47  443425028680 182434120
536 6 31  313558885295 32151969
537 62 7  478597506753 108809621
538 6 1  502237416712 66187766
539 31 4  343928414467 33786353
540 62 31  238248059401 339082388
541 31 11  550523286909 34335931
542 19 15  60986149208 308220180
543 6 2  438915554070 34971106
544 62 30  363989593234 275005947
545 62 4  418204450862 48309124
546 68 47  440257600009 98947360
547 62 31  322951790119 830216161
548 12 77  421963682611 935228075
549 46 63  237123333301 555952517
550 31 7  113015366074 1619609049
551 6 1  253161312562 784638940
552 31 4  155548327017 34370655
553 6 3  29428245690 33561735
554 12 3  253683682939 317529469
555 62 31  454802336819 428323544
556 12 7  509263854444 601693492
557 0 3  200656825974 30125297
558 7 4  26854573529 335074264
559 31 4  67819644299 38412432
560 12 3  244953399186 82542980
561 6 1  544513046951 33296000
562 22 3  26100317179 392532751
563 31 4  172950383587 43848621
564 31 12  169715401817 43914025
565 46 63  252842227581 706459457
566 62 7  492922295860 70969983
567 9 12  572629914342 171810069
568 62 79  562816078703 663043097
569 31 31  21370051957 2160059119
570 31 7  283565369202 153498144
571 12 4  113280864411 263881695
572 0 3  125078762613 32525106
573 6 2  592977092979 288684205
574 9 15  325319447862 115134241
575 12 4  170383598536 379678239
576 68 47  525859325545 301774031
577 31 4  5536269145 37712604
578 62 12  173465468767 134550083
579 62 7  449651718928 73248552
580 62 31  425674676762 220832953
581 59 4  250023718550 614746720
582 31 15  161747831112 27071429
583 68 95  600764851663 332925645
584 31 4  206717685964 76274256
585 31 11  576620088644 62493909
586 68 47  280528804909 367636908
587 31 4  279144940367 35443691
588 62 12  285241363632 55120593
589 62 31  103621695663 391124474
590 62 12  453243192027 130182197
591 62 7  136477716565 383422827
592 9 12  44097796215 88302712
593 31 2  551238230871 29941982
594 44 15  119931725923 6979847928
595 31 23  525630056670 346013515
596 6 1  350125678215 34003687
597 0 4  427097566363 1844087002
598 31 15  79843627089 75102776
599 31 11  307523051660 108427489
600 12 11  166815834119 372540937
601 38 4  186469296906 14606509582
602 12 3  502816789428 34191079
603 62 12  40933814509 123538395
604 62 4  518402365714 40933578
605 68 47  21305083995 852879389
606 9 12  560563749095 267858032
607 18 15  328382876883 1176935361
608 31 11  228321073265 85463336
609 62 15  216675033842 3360923882
610 62 31  202417084368 239350664
611 6 2  423722659074 29000302
612 6 2  280052558148 274748249
613 62 9  69398033874 1199917038
614 37 4  595916537415 166379365
615 31 4  42732162059 96010641
616 6 1  53899051488 20668071
617 62 31  317100916544 232745800
618 6 3  535812288524 27545832
619 12 4  206552779275 140462888
620 6 31  217768706353 69285561
621 68 47  465467289827 84333297
622 24 47  28894978332 365340037
623 15 15  485042123245 272676947
624 68 47  538122670734 351197646
625 6 1  134392220141 242407975
626 31 15  552247373682 287441036
627 12 0  364502187018 28500552
628 31 4  30317048045 113730515
629 62 98  276004353494 579483116
630 62 31  87615507139 342500146
631 9 31  504556830490 143130061
632 31 3  528182659309 39018102
633 9 7  173947012256 453767199
634 12 3  139292767319 91316121
635 62 63  288228706368 2091065818
636 68 47  423217299014 115935720
637 31 12  67042160814 118348481
638 12 2  131417888924 203643535
639 68 47  21631743946 463363144
640 43 7  541180109798 200768652
641 12 11  191563632440 396646335
642 62 15  77285739182 120843111
643 12 4  304955326823 237816023
644 6 23  209116612352 36930716
645 6 1  183296826842 307181304
646 12 0  58502076557 15875483
647 12 15  231003566531 440418805
648 31 23  524442184177 1893080139
649 68 47  409593699994 94852282
650 31 7  48081082562 90516685
651 12 4  372055890984 251885511
652 15 15  423320639958 116656252
653 62 2  16579395807 110794120
654 62 12  339243431739 261367324
655 6 1  434375263549 22335241
656 6 2  5110841568 31624752
657 6 2  449189385077 30552799
658 62 4  203163714764 94352367
659 6 4  346634000457 402914201
660 6 2  96669531375 373174773
661 12 15  390231908900 383386660
662 68 47  468182850913 96303084
663 6 2  347223401138 396594827
664 31 7  486237023664 289366431
665 12 15  511510754588 49567742
666 43 7  281315249825 302692620
667 62 4  242167250057 716095008
668 12 3  455253832324 291912728
669 6 2  560864537974 135076338
670 62 63  573786401453 782402693
671 56 47  273464644497 168343026
672 62 31  324604598585 217660275
673 62 12  307802809975 64425562
674 12 3  217495760794 107992627
675 12 3  492922289699 33339859
676 12 4  223126860307 287729920
677 62 31  277847624458 295016199
678 12 3  133443633051 90210298
679 31 11  400273753319 33223658
680 62 7  356984855563 114819166
681 56 15  470120231303 112548985
682 13 10  256021930088 250667158
683 6 3  15276086514 476873824
684 9 15  366111910513 1400357052
685 62 6  403083690677 125185093
686 12 1  505991005380 62880652
687 31 4  399017914392 40981384
688 62 63  523386740782 813207925
689 62 31  302106860814 261738859
690 31 15  74430021769 29389342
691 17 4  443087514382 1398858977
692 49 7  439267784427 331058118
693 62 7  82244584283 90076326
694 12 15  582604811393 369427809
695 62 12  164307200220 114692154
696 43 7  363226184667 158359561
697 18 7  231486553926 5466562628
698 6 31  460401235635 27960187
699 31 7  365347182699 252729845
700 62 12  22948696997 49077606
701 24 25  159023845050 385436214
702 0 0  247764439129 121190214
703 62 4  370802686396 44496889
704 15 7  327330493406 7588375241
705 68 47  457154661887 76709544
706 62 63  271385244473 777449599
707 12 1  8376032129 143611768
708 62 12  26044307506 58768873
709 93 20  522926007413 9623052472
710 6 1  508737507367 93194355
711 62 15  168492668957 88883340
712 31 11  369253885215 49593894
713 6 2  85806087922 40859835
714 31 4  57316724829 62672651
715 31 23  179738405077 556029580
716 37 15  232341631656 357504643
717 6 3  276613767949 30606445
718 9 15  99852144211 410652365
719 31 15  296380022529 360359278
720 93 7  124193156863 24506092214
721 62 31  214510091249 239328641
722 12 15  335808514726 46638138
723 6 2  111971414306 571022168
724 6 2  571812037350 226676682
725 31 15  51307034215 21481505
726 68 47  83103072785 431800446
727 31 15  110711447688 49695601
728 68 47  107012859447 276861856
729 31 15  149749838431 27648781
730 43 7  200338066981 351123710
731 6 0  539017366845 54340319
732 15 15  335920604488 93490111
733 3 0  386535627026 21026577
734 15 15  55183589709 304845271
735 0 3  470658605161 25763310
736 68 47  444133813288 68677460
737 68 47  468312701619 63345652
738 12 3  245435606513 36132973
739 62 63  472983689949 1153296036
740 13 4  353978497843 61925946
741 19 15  206099308784 5484579691
742 62 4  13816801926 48391781
743 62 31  222602592081 293002784
744 15 15  416598848965 346769493
745 31 7  4248653835 57537213
746 9 12  532957123299 321800434
747 6 31  593575244437 32609785
748 68 47  239781604505 150859577
749 12 4  490818089076 2287715095
750 12 3  91552773298 45636978
751 31 23  481243664033 3038312866
752 62 23  474958781320 216159791
753 12 1  435881669229 26224651
754 62 15  173817788761 3059902841
755 6 1  338411416151 38906237
756 12 15  589804277355 352079418
757 6 3  272446240841 3492291755
758 6 31  191599724638 26678253
759 12 0  388502070612 22258259
760 62 4  374550999187 179825011
761 31 15  444561462501 210563477
762 6 2  329268975492 281433694
763 12 3  325627671406 33698576
764 19 3  558914252726 870122756
765 31 7  107044431680 285088919
766 6 3  289225860770 65066747
767 68 47  412861645418 266936634
768 31 3  282841849268 329009401
769 62 79  77539027925 322608827
770 12 3  243630640778 39938157
771 19 15  220083384214 7407788541
772 12 4  183812316475 423055847
773 12 1  165197061150 243263699
774 15 15  166078416077 306695985
775 62 4  286802203276 38285060
776 12 4  157160100239 349422120
777 12 3  20408004927 39808351
778 12 4  530946415539 320197898
779 18 15  562442052376 428160632
780 6 3  596415676957 24911738
781 0 3  413969570113 395540335
782 62 4  166206158635 46727882
783 68 47  162770667459 156032000
784 0 3  121452898700 75770545
785 9 6  455568571841 70575624
786 62 15  149198532338 152288180
787 18 7  63404473704 323765787
788 62 12  223863275220 106716616
789 62 12  130443414990 84540169
790 62 98  329103774751 623312831
791 62 4  264005341737 41664389
792 62 63  306775011641 1532362341
793 12 15  337948659222 173663123
794 68 47  451619331053 73295784
795 19 15  21844397505 362012359
796 6 2  106445955332 64408049
797 68 47  446618886811 67860469
798 6 3  451821292694 35987048
799 31 7  369022003790 84161667
800 12 4  257301659356 293791569
801 62 7  40395854350 119727180
802 12 4  314473943428 245699381
803 6 1  298160204629 29055730
804 12 4  504953208434 242603601
805 62 4  519002237531 41571587
806 12 3  352911842491 60691371
807 6 2  207035620988 320528887
808 6 1  347695813932 195164699
809 62 7  165056177403 6815262289
810 14 15  154861958154 891405897
811 68 47  425342916333 78436441
812 9 7  93039689129 142779259
813 12 4  260964601191 240047512
814 31 15  137469475670 33211309
815 84 18  539728122393 69889579
816 6 1  454461257543 15194530
817 43 7  543185062617 1035944072
818 6 1  518074905306 89722624
819 3 0  264205377741 15887598
820 43 7  354929858926 504281086
821 31 15  31846428676 25690179
822 46 4  510638808308 4035066093
823 9 15  394909714439 1160809114
824 6 1  86189608483 17590216
825 68 95  191821283096 277959844
826 62 12  17164826860 47314507
827 68 47  443516729404 72030980
828 6 1  596397172472 79931056
829 6 1  438629788279 27759060
830 6 2  148702496315 63262665
831 7 4  412067522880 304909215
832 6 6  239758718006 1039640218
833 62 6  64381559271 174455682
834 6 1  144939268150 113054872
835 9 12  237860366028 298842236
836 12 3  192416210410 41829032
837 68 47  464107468232 59682580
838 13 15  200890932232 381144292
839 3 4  546402034426 1705944573
840 6 1  602061959995 20997413
841 6 1  549835506692 28720445
842 31 15  238804447016 353674092
843 12 3  4223117968 43329319
844 62 15  260964568190 352171169
845 31 23  517237648550 2007123580
846 12 1  597253539407 39897964
847 24 33  2110732798 1243945593
848 68 47  456921452221 202931462
849 9 31  43859623250 226008874
850 31 15  263553121265 119206568
851 31 11  161844981816 54111481
852 12 4  185987657212 246470234
853 3 0  195757667730 22224523
854 62 6  307746040444 194420095
855 9 12  593013064384 237022479
856 6 0  115343668866 58265642
857 31 15  48378352453 36485508
858 12 4  422198231132 217976373
859 6 31  202501313986 29502876
860 62 46  448825040065 80941316966
861 24 33  86965763406 1308244063
862 62 12  149892006302 153982448
863 68 47  20458253608 171460329
864 18 7  306435233941 259233055
865 15 15  249435667925 127627488
866 6 2  497968696681 281779523
867 7 7  464754368576 50380066
868 56 15  52557603936 92185106
869 68 47  407365935517 258570941
870 43 7  548564642005 182609824
871 68 47  452663148053 82518691
872 9 12  460211551689 77015193
873 6 31  27806362742 21177294
874 62 12  392523252274 227308264
875 12 8  217949481324 2322808211
876 31 15  20132274888 22013758
877 12 15  423054429851 46353838
878 6 3  264645168484 28357570
879 31 11  322701764683 79039591
880 6 1  204628063861 35859162
881 6 1  174999266124 19677772
882 62 4  591347081359 960945362
883 62 12  508443006066 81231520
884 62 12  17657476704 47770200
885 31 7  567438971987 39679026
886 49 4  20733461797 99071881
887 49 6  153284782466 905830970
888 31 15  21080436702 26386939
889 6 1  132627545100 36840008
890 6 2  307370081584 422611830
891 6 2  224244526139 1756427355
892 68 47  409554417561 93448110
893 12 1  408273765154 58558639
894 6 4  268430782569 25700345364
895 31 3  502170488459 52816630
896 31 6  181150931844 922396842
897 12 4  337937034092 44842243
898 3 0  426140161095 16742686
899 12 9  307113773012 458146397
900 43 7  16304337720 124350340
901 68 47  428442352468 367459286
902 68 47  451238346869 84101504
903 15 15  252622256974 284483036
904 62 11  311214399267 231852659
905 6 31  250074440387 41762985
906 15 15  389333660376 109124034
907 68 47  456510222840 97559332
908 31 3  34443738227 332423243
909 62 9  98360037884 1217168919
910 62 15  216647804773 812409749
911 12 11  277130661195 97644085
912 62 31  177203129778 195059395
913 9 42  208697074440 645487339
914 62 12  466204890109 151299723
915 6 0  214956851021 62181819
916 68 47  321672386854 178648534
917 68 47  105835348876 615300146
918 6 1  553820882518 36191009
919 6 23  447135385453 31698951
920 31 2  292701072230 30801268
921 6 15  371879206462 997591288
922 9 12  386074054289 102426897
923 62 98  342605414229 661393326
924 68 47  426140158632 106734225
925 31 15  159650096607 35053333
